subject_id,wave,like_sports,like_tvsports,like_exercise,like_food,like_museums,like_art,like_hiking,like_gaming,like_clubbing,like_reading,like_tv,like_theater,like_movies,like_concerts,like_music,like_shopping,like_yoga,subjective_attractiveness,subjective_sincerity,subjective_intelligence,subjective_fun,subjective_ambition,objective_attractiveness,objective_sincerity,objective_intelligence,objective_fun,objective_ambition
405,15,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,8.0,8.0,9.0,10.0,10.0,8.0,8.0,9.0,10.0,9.0
406,15,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,6.0,7.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0
407,15,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0,5.0,6.0,7.0,6.0,7.0
408,15,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,8.0,7.0,8.0,10.0,9.0,8.0,9.0,8.0,10.0,7.0
409,15,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,7.0,7.0
410,15,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,7.0,10.0,10.0,6.0,10.0,7.0,10.0,10.0,5.0,10.0
411,15,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,8.0,6.0,7.0,9.0,5.0,7.0,7.0,7.0,8.0,6.0
412,15,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0
413,15,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0,7.0,9.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,7.0
414,15,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,
415,15,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,7.0,1.0,1.0,7.0,8.0,10.0,4.0,8.0,7.0,4.0,10.0,3.0,10.0
416,16,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,,,,,,,,,,
417,16,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,7.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,4.0,8.0
418,16,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,5.0,7.0,9.0,8.0,7.0,5.0
419,16,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,4.0,7.0,9.0,8.0,9.0,5.0,3.0,8.0,8.0,9.0,3.0,8.0
420,16,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0,8.0,9.0,10.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0
421,16,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0
422,16,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0
423,16,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,9.0,9.0,8.0
424,16,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0
425,16,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,9.0,9.0,6.0,9.0,6.0,9.0,8.0,5.0,6.0
426,16,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,8.0,8.0,10.0,8.0,9.0,7.0,6.0,10.0,6.0,8.0
427,16,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,7.0,10.0,7.0,8.0,9.0,8.0,10.0,8.0,9.0,9.0
428,16,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,10.0
429,16,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,9.0,8.0
430,17,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,8.0,5.0,8.0,8.0,5.0,8.0,6.0,9.0,9.0
431,17,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,10.0,9.0,7.0,10.0,8.0,10.0,8.0,8.0,9.0
432,17,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,9.0
433,17,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,8.0,6.0,8.0,7.0,5.0,8.0,6.0,8.0,6.0,7.0
434,17,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,7.0,7.0,6.0,8.0,4.0,8.0,7.0,7.0,8.0,4.0
435,17,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,7.0,9.0,10.0,10.0,10.0
436,17,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,9.0,8.0,7.0,10.0,6.0,4.0,4.0,4.0,10.0,4.0
437,17,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,7.0,9.0,9.0,9.0,8.0,5.0,10.0,9.0,9.0,9.0
438,17,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0
439,17,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0
440,17,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0
441,17,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,8.0,7.0,9.0,8.0,8.0,7.0,4.0,9.0,9.0,5.0
442,17,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,6.0,3.0,9.0
443,17,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,10.0,7.0,9.0,7.0,7.0,8.0,8.0,10.0,9.0
444,17,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,6.0,9.0,7.0
445,17,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,9.0,8.0,10.0,7.0,7.0,9.0,9.0,10.0,7.0,7.0
446,17,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,6.0,8.0,7.0,9.0,5.0,6.0,8.0,7.0,7.0,4.0
447,17,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,6.0,10.0,7.0,6.0,4.0,6.0,7.0,7.0,5.0,9.0
448,17,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,8.0,9.0,9.0,8.0,10.0,8.0,7.0,9.0,8.0,8.0
449,17,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,7.0,10.0,10.0,10.0,8.0,7.0,9.0,9.0,10.0,8.0
450,17,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,9.0,6.0,10.0,7.0,10.0,8.0,8.0,8.0,7.0,8.0
451,17,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
452,17,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,8.0,10.0,7.0,8.0,7.0,8.0,8.0,6.0,7.0
453,17,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,5.0,6.0,8.0,7.0,5.0,6.0,5.0,8.0,4.0,7.0
454,18,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0
455,18,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,9.0
456,18,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,3.0,5.0,5.0,8.0
457,18,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0,7.0,6.0,8.0,7.0,3.0,7.0,8.0,8.0,7.0,7.0
458,18,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,7.0,10.0,7.0,10.0
459,18,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,8.0
460,18,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,10.0,1.0,5.0,8.0,8.0,9.0,7.0,7.0,7.0,9.0,8.0,8.0,6.0
461,18,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0,8.0,8.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0
462,18,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,4.0,9.0,8.0,6.0,2.0,3.0,10.0,7.0,8.0,3.0
463,18,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,6.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0
464,18,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,5.0,8.0,9.0,8.0,10.0,6.0,10.0,10.0,9.0,10.0
465,18,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,7.0,10.0,7.0,8.0,5.0,7.0,10.0,8.0,9.0,1.0
466,19,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,7.0,9.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,7.0
467,19,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
468,19,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,8.0,6.0,8.0,8.0,9.0,8.0,7.0,8.0
469,19,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,9.0,5.0
470,19,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,4.0,9.0,8.0,5.0,6.0,4.0,9.0,8.0,5.0,6.0
471,19,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,7.0,8.0,9.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0
472,19,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,9.0,8.0,8.0,10.0,10.0
473,19,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0
474,19,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,9.0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0
475,19,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,8.0,7.0,5.0,7.0,6.0,9.0,7.0,7.0,7.0
476,19,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,7.0,9.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,8.0
477,19,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0
478,19,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0,7.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,6.0
479,19,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0
480,19,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,8.0,9.0,8.0,10.0,7.0,8.0,10.0,8.0,9.0,7.0
481,19,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,10.0,6.0,1.0,8.0,7.0,9.0,8.0,5.0,8.0,8.0,9.0,8.0,6.0
482,19,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,7.0,10.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0
483,19,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0
484,19,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,7.0,4.0,8.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,5.0
485,19,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0
486,19,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,8.0,2.0,2.0,7.0,10.0,9.0,8.0,9.0,8.0,10.0,9.0,8.0,10.0
487,19,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0,7.0,9.0,8.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0
488,19,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,5.0,10.0,10.0,7.0,8.0,5.0,10.0,10.0,7.0,8.0
489,19,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,5.0,6.0,8.0,9.0,8.0,10.0,7.0,8.0,9.0,7.0,10.0
490,19,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,3.0,7.0,8.0,6.0,6.0,3.0,7.0,8.0,6.0,6.0
491,19,9.0,2.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,7.0,8.0,8.0,9.0,9.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0
492,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
493,19,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,9.0
494,19,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0,9.0
495,19,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,8.0,7.0,9.0,7.0,9.0,9.0,8.0,8.0
496,20,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,9.0,6.0,8.0,3.0,8.0,9.0,6.0,9.0
497,20,7.0,5.0,1.0,8.0,7.0,6.0,7.0,3.0,1.0,7.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,8.0,10.0,9.0,10.0,8.0,8.0,9.0,10.0,8.0,10.0
498,20,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,1.0,8.0,9.0,9.0,10.0,10.0,8.0,7.0,10.0,10.0,10.0
499,20,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,9.0,10.0,10.0,9.0,4.0,7.0,10.0,10.0,8.0,6.0
500,20,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0
501,20,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0
502,20,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,7.0,7.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0
503,20,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,7.0,9.0,10.0,4.0,5.0,7.0,8.0,10.0,4.0,7.0
504,20,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,7.0,5.0,8.0,6.0,8.0,7.0,5.0,8.0,6.0,6.0
505,20,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0
506,20,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,8.0,9.0,7.0,10.0,5.0,8.0,10.0,6.0,10.0
507,20,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,7.0,8.0,8.0,7.0,7.0,6.0,10.0,9.0,7.0,6.0
508,20,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,10.0,7.0,8.0
509,21,6.0,3.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,7.0,5.0,6.0,8.0,4.0,9.0,5.0,6.0,8.0,3.0,9.0
510,21,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,7.0,9.0,8.0,6.0,4.0,7.0,8.0,10.0,4.0,6.0
511,21,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,8.0,4.0,8.0,10.0,8.0,7.0,2.0,7.0,9.0,7.0
512,21,1.0,1.0,1.0,8.0,9.0,10.0,8.0,0.0,9.0,9.0,6.0,10.0,9.0,7.0,10.0,5.0,5.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0
513,21,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,4.0,6.0,9.0,4.0,6.0,5.0
514,21,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,8.0,10.0,9.0,8.0,7.0,8.0,10.0,10.0,8.0,7.0
515,21,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,8.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,8.0,10.0
516,21,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0
517,21,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,10.0,10.0,8.0,7.0
518,21,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,6.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0
519,21,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,8.0,10.0,9.0,9.0,10.0,8.0,10.0,10.0,8.0,10.0
520,21,4.0,6.0,8.0,8.0,10.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,8.0,5.0,5.0,8.0,2.0,8.0,9.0,8.0,7.0,5.0,7.0,9.0,9.0,7.0,7.0
521,21,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,8.0,9.0,8.0,7.0,9.0,9.0,9.0,9.0
522,21,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,7.0,7.0,9.0,7.0,8.0,8.0,7.0,9.0,9.0,9.0
523,21,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,6.0,9.0,9.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0
524,21,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,5.0,9.0,8.0,7.0,7.0,5.0,9.0,9.0,7.0,7.0
525,21,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,10.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0
526,21,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,3.0,6.0,7.0,9.0,10.0,3.0,6.0,8.0,9.0,9.0
527,21,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,7.0,7.0
