e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
1,22.749,0,0,36,1,-4.49,0,0,517.517,1296
1,93.12,0,1,39,2,116.632,1,1,8671.335,1521
1,66,1,0,52,3,6.11,0,0,4356,2704
0,13.851,0,0,42,4,0.015,0,0,191.8502,1764
1,24.09,1,0,36,1,0.7,0,0,580.3281,1296
0,31.8,1,1,28,4,-1.335,0,0,1011.24,784
0,21.228,1,0,33,4,0.02,0,0,450.628,1089
0,18.39,0,1,25,2,0.5,0,0,338.1921,625
1,110.316,1,0,60,3,86.582,1,1,12169.62,3600
0,39.6,0,1,27,1,-3,0,0,1568.16,729
0,26.535,1,0,25,2,0.4,0,0,704.1062,625
0,21.42,1,0,31,4,0,0,0,458.8164,961
0,24.396,1,0,32,4,14.178,0,0,595.1648,1024
0,35.7,1,0,37,5,-1.3,0,0,1274.49,1369
0,51.354,0,1,38,4,-2.8,0,0,2637.233,1444
0,45.42,0,1,39,1,34,0,0,2062.976,1521
0,93.954,1,0,32,4,38.678,0,1,8827.354,1024
1,13.275,1,0,26,3,-0.541,1,0,176.2256,676
1,35.244,1,0,26,2,-7.35,1,0,1242.14,676
1,43.56,0,0,51,1,127.174,1,0,1897.474,2601
0,92.16,1,0,57,2,-4,0,0,8493.466,3249
1,43.707,1,0,42,5,0.158,1,0,1910.302,1764
1,42.6,1,0,38,3,-0.68,1,0,1814.76,1444
1,24.39,0,0,31,1,3.15,0,0,594.8721,961
0,41.376,1,0,31,3,33,0,0,1711.973,961
0,16.8,0,1,40,2,-1.984,0,0,282.24,1600
0,11.49,1,0,56,2,-8.8,0,0,132.0201,3136
0,21.816,0,0,34,4,-3.6,0,0,475.9379,1156
0,30.21,0,0,28,1,-5.45,0,0,912.644,784
1,24.966,0,0,62,1,57.184,1,1,623.3011,3844
1,33.849,1,0,33,5,-11.641,1,0,1145.755,1089
0,74.67,1,0,47,3,72.057,0,1,5575.608,2209
1,49.668,1,0,42,2,25.525,1,1,2466.91,1764
0,34.131,1,0,46,7,1.208,0,0,1164.925,2116
0,10.2,0,1,26,1,-0.385,0,0,104.04,676
0,24.99,1,0,28,4,-0.671,0,0,624.5001,784
0,51.03,1,1,52,3,52.85,0,1,2604.061,2704
0,60.615,1,1,34,4,1.258,0,1,3674.178,1156
1,26.43,0,0,26,2,9.7,1,1,698.5449,676
0,32.376,1,0,56,2,0.4,0,0,1048.205,3136
0,37.257,1,0,25,2,1.4,0,0,1388.084,625
0,60.594,1,0,39,4,-2.172,0,0,3671.633,1521
0,21.657,1,0,64,2,0.428,0,0,469.0256,4096
0,13.44,0,0,30,3,0.111,0,0,180.6336,900
1,32.985,1,0,29,5,-2.625,0,0,1088.01,841
1,17.079,1,0,39,5,0.015,1,0,291.6923,1521
0,47.499,0,0,39,1,70.6,0,1,2256.155,1521
0,21.24,0,1,52,3,0.05,0,0,451.1376,2704
0,13.743,0,0,43,1,0,0,0,188.8701,1849
0,29.244,0,0,32,1,-0.158,0,0,855.2115,1024
0,71.598,1,0,27,2,-1.75,0,0,5126.273,729
1,52.11,0,1,50,2,44,1,1,2715.452,2500
1,19.38,1,0,63,3,0,0,0,375.5844,3969
0,50.883,1,0,45,6,0,0,0,2589.08,2025
1,11.604,1,0,38,4,43,1,0,134.6528,1444
0,18.93,0,0,38,4,-4.391,0,0,358.3449,1444
0,11.433,1,0,58,2,0,0,0,130.7135,3364
1,58.572,1,0,33,4,9,1,0,3430.679,1089
1,44.277,0,1,53,1,169.8,1,1,1960.453,2809
0,90.141,0,1,46,1,137,0,1,8125.4,2116
0,26.316,0,1,54,1,0,0,0,692.5319,2916
0,26.862,0,0,31,3,0,0,0,721.567,961
1,26.943,0,0,33,2,10.41,0,0,725.9253,1089
1,35.583,1,0,26,2,-1.45,0,0,1266.15,676
0,23.01,1,0,47,4,-5.15,0,0,529.4601,2209
0,47.376,1,0,27,2,4.206,0,0,2244.485,729
0,11.505,0,0,29,1,0.112,0,0,132.365,841
0,17.352,0,0,34,1,11.955,0,1,301.0919,1156
0,21.63,0,0,40,1,-1,0,0,467.8569,1600
1,68.535,1,0,44,4,25.794,1,0,4697.047,1936
0,43.521,1,0,53,2,3,0,1,1894.077,2809
0,59.94,1,0,61,2,88.868,0,1,3592.803,3721
0,16.812,1,0,49,4,0,0,0,282.6433,2401
0,12.093,0,0,27,1,-1.37,0,0,146.2407,729
0,15.6,1,0,34,4,-0.29,0,0,243.36,1156
1,35.586,1,0,31,3,1,0,0,1266.363,961
0,19.92,1,0,50,5,-3,0,0,396.8064,2500
0,28.872,1,1,32,5,-5.7,0,0,833.5923,1024
0,18,0,1,27,1,0.8,0,1,324,729
0,55.191,1,0,39,2,-8.752,0,0,3046.047,1521
0,22.305,1,0,26,4,0.964,0,0,497.513,676
1,15.882,1,0,56,2,15.05,1,0,252.2379,3136
1,20.13,0,0,33,3,1.68,1,0,405.2169,1089
0,30.255,0,1,26,1,4.25,0,1,915.365,676
0,10.944,1,0,36,4,-4.3,0,0,119.7711,1296
1,21.099,0,0,44,3,0.15,0,0,445.1678,1936
0,30.966,1,0,33,3,29.771,0,0,958.8931,1089
0,22.14,0,0,35,3,1.69,0,0,490.1796,1225
0,51.117,1,0,28,2,10,0,0,2612.948,784
0,41.436,1,0,27,4,8.459,0,0,1716.942,729
0,47.922,1,1,35,4,-4.8,0,0,2296.518,1225
1,14.523,1,0,26,2,1.199,1,0,210.9175,676
0,29.478,1,0,30,5,-1.494,0,0,868.9525,900
0,15.045,0,0,28,3,-0.612,0,0,226.352,784
1,20.7,1,0,30,5,-3.25,0,0,428.49,900
0,42.051,0,0,28,2,-7.8,0,0,1768.286,784
1,23.367,0,0,31,3,1.606,0,0,546.0167,961
0,28.038,0,0,37,6,-6.05,0,0,786.1295,1369
0,54.315,1,0,39,5,29.498,0,1,2950.119,1521
0,70.671,1,0,41,4,-0.355,0,0,4994.39,1681
0,54.765,1,0,38,4,-10.9,0,0,2999.205,1444
1,81.252,1,0,40,5,13.95,0,0,6601.887,1600
1,46.98,1,0,51,3,10.44,1,1,2207.12,2601
0,18.903,0,1,25,1,0.02,0,0,357.3234,625
0,33.075,1,0,29,3,-2.675,0,0,1093.956,841
0,35.331,0,0,32,1,11.14,0,0,1248.28,1024
0,41.154,1,0,49,4,0.34,0,0,1693.652,2401
0,46.791,1,0,41,3,1,0,0,2189.398,1681
0,14.877,0,1,33,1,0.25,0,0,221.3251,1089
1,23.64,1,0,45,3,70.05,1,0,558.8495,2025
1,15.384,1,0,32,6,-0.701,1,0,236.6674,1024
0,109.125,1,0,44,4,104.698,0,0,11908.27,1936
0,32.205,1,0,44,5,33.569,0,1,1037.162,1936
0,38.361,1,0,60,2,72.598,0,1,1471.566,3600
0,106.956,1,0,53,3,135.573,0,1,11439.59,2809
0,18.48,0,0,29,2,0.01,0,0,341.5104,841
1,34.95,0,0,39,2,79.518,1,0,1221.503,1521
1,14.805,0,0,52,1,-0.05,0,0,219.188,2704
0,11.91,0,1,52,1,-2.501,0,0,141.8481,2704
0,13.332,1,0,59,2,-0.7,0,0,177.7422,3481
1,10.374,1,0,54,2,1.158,1,0,107.6199,2916
0,33.954,1,0,34,5,-7.955,0,0,1152.874,1156
1,21.6,1,0,34,7,1.8,1,0,466.56,1156
0,13.005,0,1,44,1,0,0,0,169.13,1936
0,42.15,1,0,47,4,-5,0,0,1776.623,2209
0,43.116,0,1,31,1,23.699,0,0,1858.99,961
1,33.714,1,0,40,3,-8,0,0,1136.634,1600
1,48.174,0,1,33,1,4.636,0,0,2320.734,1089
0,18.54,1,0,42,3,0.096,0,0,343.7316,1764
1,60.3,1,0,35,2,18.5,1,1,3636.09,1225
1,21.276,1,0,62,2,-30,0,0,452.6681,3844
0,44.934,0,0,44,3,7.347,0,1,2019.064,1936
0,55.152,1,0,36,4,28.7,0,1,3041.743,1296
1,70.971,0,0,58,1,121.853,1,1,5036.883,3364
0,35.859,0,0,60,2,40.411,0,1,1285.868,3600
0,14.085,1,0,37,2,3.137,0,0,198.3872,1369
1,28.122,0,0,29,2,3.673,1,0,790.8469,841
0,20.88,1,0,34,3,-0.096,0,0,435.9744,1156
0,16.092,1,0,56,4,2.999,0,0,258.9524,3136
0,43.32,1,0,60,4,7.5,0,0,1876.622,3600
0,44.472,1,1,29,4,-3.495,0,0,1977.759,841
0,21.6,1,0,34,3,-0.4,0,0,466.56,1156
1,27.768,1,0,40,5,-0.65,0,0,771.0618,1600
1,24.144,1,0,34,3,-0.4,0,0,582.9327,1156
0,24.96,1,0,32,4,0,0,0,623.0015,1024
0,28.8,0,1,46,2,0,0,0,829.4399,2116
0,19.2,0,0,40,2,0,0,0,368.64,1600
0,23.883,1,0,28,3,-7.795,0,0,570.3976,784
0,14.892,1,0,38,5,-2.415,0,0,221.7717,1444
1,18.33,0,0,63,1,73.75,1,0,335.9889,3969
0,44.316,1,0,37,2,4.5,0,0,1963.908,1369
0,24.6,1,0,42,7,0,0,0,605.16,1764
1,20.439,0,0,48,1,0.7,0,0,417.7527,2304
0,25.233,0,0,61,1,16.61,0,1,636.7043,3721
1,36,0,0,41,5,5.8,1,0,1296,1681
0,50.751,1,0,33,4,15,0,1,2575.664,1089
0,13.29,0,1,60,1,0.499,0,0,176.6241,3600
0,30.015,1,0,28,6,-0.85,0,0,900.9002,784
0,17.28,0,0,46,6,0,0,0,298.5984,2116
1,53.43,0,0,52,2,0.2,0,0,2854.765,2704
1,17.994,0,1,46,4,23.3,1,0,323.784,2116
1,16.803,0,0,34,1,-3.6,1,0,282.3408,1156
1,67.482,1,0,59,2,181.5,1,1,4553.821,3481
1,56.037,1,0,40,4,1.2,0,0,3140.145,1600
0,30.72,1,0,36,3,3.599,0,1,943.7184,1296
0,54.738,1,0,45,4,5.673,0,0,2996.249,2025
1,24.765,0,0,48,1,0.98,1,0,613.3052,2304
1,67.5,0,1,51,1,179.8,1,1,4556.25,2601
0,17.904,1,0,47,5,0,0,0,320.5532,2209
1,28.233,1,0,52,3,24.745,1,1,797.1023,2704
1,20.4,1,0,45,2,7,1,0,416.16,2025
1,49.635,1,0,32,3,8.846,1,0,2463.633,1024
1,22.11,1,0,25,4,-8.41,1,0,488.8521,625
0,21.216,1,0,35,10,-1.48,0,0,450.1187,1225
0,19.641,0,0,41,3,-7.92,0,0,385.7689,1681
1,10.2,0,0,58,2,0,0,0,104.04,3364
0,16.32,0,0,33,3,-0.07,0,0,266.3424,1089
0,18.756,0,0,32,2,0,0,0,351.7876,1024
0,27.648,1,0,45,3,-4.1,0,0,764.4119,2025
0,45.9,1,0,26,5,-4.7,0,0,2106.81,676
1,51.6,1,1,31,2,2.927,1,0,2662.56,961
0,68.076,1,0,62,5,12,0,0,4634.341,3844
1,21.24,1,0,46,4,-502.302,0,0,451.1376,2116
0,16.194,0,1,35,1,0.077,0,0,262.2456,1225
1,38.517,1,0,48,4,7.2,1,0,1483.559,2304
0,32.43,1,0,28,3,1.5,0,0,1051.705,784
0,25.872,1,0,43,5,0.349,0,0,669.3604,1849
0,44.07,1,0,25,5,12,0,0,1942.165,625
0,18.642,1,0,31,4,0.75,0,0,347.5242,961
0,19.392,1,0,49,3,1.08,0,0,376.0497,2401
1,40.56,1,0,35,5,-1.3,1,0,1645.114,1225
0,32.25,0,0,45,2,58.1,0,1,1040.063,2025
0,25.281,1,0,42,5,-3.969,0,0,639.129,1764
0,71.046,1,0,42,6,-3.5,0,0,5047.534,1764
1,76.263,1,0,51,6,1.407,0,0,5816.045,2601
1,88.074,1,0,44,4,6.457,0,1,7757.029,1936
0,15.93,0,0,55,1,-0.87,0,0,253.7649,3025
0,11.688,0,0,28,3,-1.7,0,0,136.6093,784
0,15.135,0,0,55,1,0.249,0,0,229.0682,3025
1,22.806,0,1,38,1,0,0,0,520.1136,1444
1,64.944,1,0,30,4,19.689,0,0,4217.723,900
0,70.557,1,0,61,2,39.354,0,1,4978.29,3721
1,100.296,1,0,33,4,62,0,1,10059.29,1089
1,13.497,1,0,53,2,0,0,0,182.169,2809
1,68.019,1,0,36,4,56.805,1,1,4626.584,1296
0,16.02,0,0,31,2,-0.788,0,0,256.6404,961
1,69.789,1,0,35,3,35.077,1,0,4870.505,1225
1,104.121,1,0,59,3,162.741,0,1,10841.18,3481
1,20.406,1,1,46,5,-0.66,1,0,416.4048,2116
0,10.5,1,0,39,3,0.05,0,0,110.25,1521
0,71.604,1,0,54,2,23.898,0,0,5127.132,2916
0,13.65,0,0,39,3,0,0,0,186.3225,1521
0,12.264,1,0,33,5,0.4,0,0,150.4057,1089
0,76.26,1,0,50,3,50.7,0,1,5815.588,2500
1,16.854,0,0,26,3,-6.472,1,0,284.0573,676
0,12.852,1,0,53,8,0,0,0,165.1739,2809
0,21.672,1,0,34,5,2.7,0,0,469.6756,1156
0,41.934,1,0,59,2,21.991,0,1,1758.46,3481
1,58.611,1,0,46,4,49.75,1,0,3435.249,2116
0,25.683,0,0,38,3,0.1,0,0,659.6165,1444
0,40.215,1,0,32,2,0.82,0,0,1617.246,1024
0,19.386,0,0,30,2,0.099,0,0,375.817,900
0,35.016,0,0,53,2,68.1,0,1,1226.12,2809
0,10.56,0,1,40,2,0,0,0,111.5136,1600
1,15.165,0,1,33,1,0,0,0,229.9772,1089
1,34.692,0,1,41,1,18.09,1,0,1203.535,1681
0,16.788,1,0,37,4,-6.4,0,0,281.8369,1369
0,16.8,0,1,25,1,-1.125,0,0,282.24,625
1,28.5,0,0,36,3,4.412,1,0,812.25,1296
0,25.8,1,0,46,2,18.55,0,1,665.64,2116
0,28.005,1,0,29,5,-5.872,0,0,784.28,841
1,96.945,1,0,45,2,34.98,0,1,9398.333,2025
0,57.996,1,0,30,2,-15.6,0,0,3363.536,900
0,19.56,0,0,44,1,-6.5,0,0,382.5936,1936
0,41.088,1,0,39,5,1.97,0,0,1688.224,1521
1,115.527,1,0,48,3,14.538,0,1,13346.49,2304
1,99.084,1,0,50,2,110.35,1,1,9817.639,2500
1,132.009,1,0,48,2,161.843,1,1,17426.38,2304
1,55.545,1,0,60,2,71.197,1,1,3085.247,3600
1,104.169,1,0,41,4,55.471,1,1,10851.18,1681
1,54.315,0,0,49,2,64.6,1,1,2950.119,2401
0,56.514,0,0,52,2,55.798,0,1,3193.832,2704
1,81.282,0,1,54,1,61.4,0,1,6606.763,2916
0,10.89,0,0,64,1,-4.91,0,0,118.5921,4096
0,17.679,0,0,31,3,-0.55,0,0,312.5471,961
1,39.168,0,1,39,1,8.4,1,0,1534.132,1521
0,70.65,1,0,39,2,10.6,0,1,4991.423,1521
0,23.046,0,0,39,1,9.918,0,1,531.1181,1521
0,25.155,1,0,39,3,-1.9,0,0,632.774,1521
0,30.6,1,0,42,4,0.2,0,0,936.36,1764
1,18.45,0,1,32,1,2.64,1,0,340.4025,1024
0,18,0,0,30,4,0.8,0,0,324,900
1,15.3,0,0,45,2,-5.6,0,0,234.09,2025
0,49.164,1,0,50,4,-2,0,0,2417.099,2500
0,36.162,0,0,41,1,0.27,0,0,1307.69,1681
0,60.108,1,1,34,2,4.999,0,0,3612.972,1156
0,32.208,1,0,35,2,-0.1,0,0,1037.355,1225
0,15.822,1,0,30,4,-0.55,0,0,250.3357,900
0,37.5,0,1,26,1,-4.6,0,0,1406.25,676
0,36.03,0,1,33,1,0.499,0,0,1298.161,1089
1,27.891,0,0,44,1,26.9,1,0,777.9079,1936
0,76.404,1,0,50,3,11.75,0,1,5837.571,2500
1,48.522,1,0,31,4,35.85,1,1,2354.385,961
0,36.768,0,0,47,2,28.359,0,1,1351.886,2209
1,51.816,1,0,43,3,67.999,1,1,2684.898,1849
0,15.15,1,0,55,4,-4.45,0,0,229.5225,3025
0,27.486,1,0,33,4,-0.768,0,0,755.4802,1089
1,50.772,1,0,48,4,80.248,1,0,2577.796,2304
0,12.675,0,0,49,3,32.568,0,0,160.6556,2401
1,47.139,1,1,46,4,8.947,0,0,2222.085,2116
0,41.514,1,0,37,4,3.5,0,0,1723.412,1369
0,12.12,0,1,40,4,0.05,0,0,146.8944,1600
1,100.296,1,0,32,2,28.2,1,0,10059.29,1024
0,42.576,0,0,45,1,-4,0,0,1812.716,2025
1,101.19,1,0,56,3,5.696,1,0,10239.42,3136
0,74.862,1,0,32,3,6.971,0,1,5604.319,1024
1,23.325,1,0,60,4,2.95,1,0,544.0557,3600
0,16.8,0,1,30,2,0.05,0,1,282.24,900
0,58.896,0,0,59,1,0,0,0,3468.739,3481
1,133.596,1,0,44,3,177,1,1,17847.89,1936
1,36.354,0,0,36,1,5.162,1,0,1321.613,1296
0,29.994,1,0,29,4,-2.168,0,0,899.64,841
0,40.074,1,0,29,2,-0.9,0,0,1605.926,841
0,48.954,0,0,47,1,0,0,0,2396.494,2209
0,22.791,1,0,52,4,0.7,0,0,519.4297,2704
0,15.894,1,0,60,2,14.583,0,1,252.6192,3600
0,33.381,0,1,29,1,-1.6,0,0,1114.291,841
0,20.979,1,0,56,2,26.255,0,1,440.1184,3136
1,169.896,1,0,61,2,1462.115,0,1,28864.65,3721
1,29.664,1,0,31,3,-4.3,0,0,879.9529,961
0,38.073,1,0,33,3,-4.75,0,0,1449.553,1089
0,23.568,0,0,60,3,31.799,0,1,555.4507,3600
0,55.314,1,0,50,2,13.108,0,0,3059.638,2500
1,22.17,0,0,34,3,-0.15,0,0,491.5089,1156
0,45.6,0,0,49,2,24.1,0,0,2079.36,2401
0,53.67,1,0,51,2,20,0,1,2880.469,2601
0,30.864,1,1,33,7,-3.45,0,0,952.5865,1089
1,23.079,0,0,57,1,0.954,1,0,532.6403,3249
0,37.2,1,0,42,3,80.4,0,0,1383.84,1764
0,43.902,1,0,63,2,-0.4,0,0,1927.386,3969
1,46.275,1,0,44,2,10.849,1,0,2141.376,1936
0,15.315,0,1,28,1,-0.351,0,0,234.5492,784
0,49.2,1,0,29,2,-9.1,0,0,2420.64,841
1,28.683,1,0,26,3,0.327,1,0,822.7145,676
0,42.951,1,0,47,3,6.834,0,0,1844.788,2209
1,24.45,0,0,49,1,0.015,0,0,597.8026,2401
0,60.903,1,0,44,3,-22.794,0,0,3709.175,1936
0,13.788,0,0,60,1,12.759,0,0,190.1089,3600
0,26.4,0,0,60,2,80,0,0,696.96,3600
1,50.547,1,0,41,4,-22.652,1,0,2554.999,1681
1,85.638,1,0,41,4,39.7,0,1,7333.867,1681
0,56.409,1,0,34,5,36.741,0,1,3181.975,1156
0,92.775,1,0,42,5,14.9,0,0,8607.201,1764
0,68.823,1,0,46,4,1.865,0,1,4736.605,2116
1,26.958,0,0,32,1,28.76,1,1,726.7338,1024
1,32.805,1,0,50,6,35.199,1,0,1076.168,2500
0,31.431,0,0,47,3,9.5,0,1,987.9078,2209
0,10.2,1,0,27,2,0,0,0,104.04,729
1,31.131,1,0,56,3,5,1,0,969.1392,3136
1,45.453,0,0,50,3,58.95,1,1,2065.975,2500
0,23.64,1,0,55,2,55,0,1,558.8495,3025
1,86.574,0,1,27,1,1.749,1,0,7495.057,729
1,20.724,0,1,26,1,1.73,0,0,429.4842,676
0,42.699,1,1,33,3,33.725,0,1,1823.205,1089
0,36.633,1,0,63,6,7.751,0,1,1341.977,3969
1,42.597,1,0,38,4,10.666,1,1,1814.504,1444
0,21.822,0,0,58,1,5.299,0,0,476.1997,3364
0,29.106,1,0,34,4,2.8,0,1,847.1593,1156
1,34.095,0,0,45,2,24.082,1,1,1162.469,2025
0,44.598,1,0,31,3,-1.4,0,0,1988.982,961
1,22.95,0,1,26,1,2.36,1,0,526.7025,676
0,88.2,0,1,39,1,103.2,0,1,7779.239,1521
0,20.016,1,0,58,2,0,0,0,400.6403,3364
1,24.564,0,1,32,1,-3.3,0,0,603.3901,1024
0,12.63,0,0,37,3,0.5,0,0,159.5169,1369
1,22.953,0,1,45,1,125.179,1,1,526.8401,2025
0,42.819,1,0,42,4,-15.321,0,0,1833.467,1764
0,25.923,0,0,49,1,3.75,0,0,672.002,2401
0,53.514,1,0,42,4,-299.75,0,0,2863.748,1764
0,32.49,1,0,45,5,11.934,0,0,1055.6,2025
0,20.148,0,0,39,2,0,0,0,405.9419,1521
1,12.24,0,1,50,2,-5,1,0,149.8176,2500
0,21.66,0,0,29,1,6.005,0,0,469.1556,841
1,67.425,1,0,45,3,72.65,1,1,4546.131,2025
0,53.835,1,0,37,4,62.55,0,0,2898.207,1369
0,65.901,1,0,50,4,236.331,0,1,4342.942,2500
0,26.94,0,1,27,1,-7.545,0,0,725.7636,729
1,23.454,0,0,41,1,0.158,0,0,550.0901,1681
0,36.636,1,0,54,3,19.513,0,1,1342.197,2916
1,32.139,1,0,39,5,-1.597,1,0,1032.915,1521
0,28.56,1,0,32,4,2.76,0,1,815.6736,1024
1,55.128,1,0,62,2,43.536,1,1,3039.096,3844
0,34.806,0,1,33,3,23.85,0,0,1211.458,1089
1,69.435,1,0,59,2,115,1,1,4821.219,3481
0,39.207,0,1,45,3,2.499,0,0,1537.189,2025
1,31.689,1,0,26,2,-0.34,0,0,1004.193,676
0,12.6,0,1,29,1,-0.8,0,0,158.76,841
0,20.478,0,0,38,3,2,0,0,419.3485,1444
0,17.1,1,0,30,3,-1,0,0,292.41,900
0,23.118,0,0,30,1,-0.4,0,0,534.442,900
0,46.932,1,0,53,4,12.2,0,1,2202.613,2809
1,66.033,1,0,43,4,18.315,1,1,4360.357,1849
0,105.246,1,0,34,2,28,0,1,11076.72,1156
1,52.248,0,0,46,3,66.947,1,1,2729.854,2116
1,44.373,0,0,58,1,55.694,1,1,1968.963,3364
1,16.719,0,0,47,3,0.425,1,0,279.525,2209
1,42.54,0,1,28,1,42.6,1,1,1809.652,784
0,15.3,1,1,30,4,-2.45,0,0,234.09,900
1,26.298,1,0,43,2,0.785,1,0,691.5848,1849
1,126.396,1,0,48,4,23.173,0,1,15975.95,2304
0,72.975,1,0,44,3,0.3,0,0,5325.351,1936
0,16.536,1,0,63,3,0.1,0,0,273.4393,3969
0,45.531,1,0,46,3,10.56,0,1,2073.072,2116
1,41.592,1,0,49,4,-2.135,1,0,1729.894,2401
1,27.6,0,0,45,1,7,1,1,761.76,2025
1,44.25,1,0,52,4,18,0,0,1958.063,2704
0,40.41,1,0,48,4,8.499,0,0,1632.968,2304
1,56.844,0,1,29,1,32,1,1,3231.24,841
1,24.84,1,0,32,3,-4.422,1,1,617.0256,1024
0,41.007,1,1,48,2,-1.889,0,0,1681.574,2304
0,32.13,1,0,42,4,0.199,0,0,1032.337,1764
0,17.127,1,0,31,2,-3.605,0,0,293.3342,961
0,34.503,1,0,28,3,-7.7,0,0,1190.457,784
0,39.801,0,0,49,1,3.2,0,0,1584.12,2401
0,23.85,1,0,38,4,-7.131,0,0,568.8225,1444
0,18.576,1,0,35,5,-2.2,0,0,345.0678,1225
1,51,1,0,55,3,94.4,1,0,2601,3025
0,35.325,0,1,26,2,4.249,0,0,1247.856,676
0,28.554,1,0,42,3,9.004,0,0,815.331,1764
0,58.83,1,0,60,2,2.75,0,0,3460.969,3600
0,37.197,1,0,38,4,-5.122,0,0,1383.617,1444
1,69.693,1,0,43,4,-1.863,1,0,4857.114,1849
1,66.123,1,1,30,4,7.456,1,0,4372.251,900
0,23.76,0,0,52,1,-17,0,0,564.5376,2704
0,11.424,0,1,43,1,1,0,0,130.5078,1849
0,45.612,1,0,29,2,-14.523,0,0,2080.455,841
0,41.961,1,0,44,4,-47.08,0,0,1760.725,1936
0,52.647,1,0,40,3,2.318,0,1,2771.707,1600
0,24.882,1,0,49,3,-3,0,0,619.114,2401
0,51.879,1,0,29,3,0.072,0,0,2691.431,841
0,51.123,1,0,39,2,21.2,0,0,2613.561,1521
0,33.933,1,0,47,5,0.075,0,0,1151.448,2209
0,36.744,0,0,29,1,5.092,0,1,1350.121,841
0,23.268,0,0,35,2,0.611,0,0,541.3998,1225
0,36.546,1,0,25,1,0,0,0,1335.61,625
0,31.2,0,1,46,2,-3.467,0,0,973.4401,2116
0,15.771,1,1,37,1,0,0,0,248.7244,1369
0,27.15,0,0,31,3,-3.9,0,0,737.1225,961
1,59.616,0,0,45,2,-18.866,0,0,3554.068,2025
1,36.531,0,1,25,1,8.814,1,0,1334.514,625
0,24.024,0,1,32,1,0.799,0,0,577.1526,1024
1,36.3,0,0,32,1,4.7,1,0,1317.69,1024
1,31.95,1,0,39,5,-1.9,1,0,1020.803,1521
0,22.8,0,1,41,1,-0.784,0,0,519.84,1681
1,30,0,1,33,1,3.2,1,0,900,1089
0,22.482,0,0,37,1,-1.44,0,0,505.4403,1369
0,48.69,1,0,56,3,4.7,0,1,2370.716,3136
1,56.88,0,1,36,1,-2.825,1,0,3235.334,1296
0,12.825,0,0,54,2,8.24,0,0,164.4806,2916
0,17.913,0,1,35,1,0.35,0,0,320.8756,1225
1,33.585,0,0,51,1,47.459,0,1,1127.952,2601
0,60.705,1,0,55,2,75,0,0,3685.097,3025
0,24.384,1,0,29,2,-30.91,0,0,594.5795,841
0,38.151,0,1,31,2,-0.47,0,0,1455.499,961
1,43.824,0,0,51,3,3.22,1,0,1920.543,2601
0,27.9,0,0,31,1,3.718,0,0,778.41,961
1,31.905,0,0,31,2,15.599,1,0,1017.929,961
0,45.96,1,0,30,2,40,0,0,2112.322,900
0,14.76,0,0,27,5,-2,0,0,217.8576,729
0,27.192,1,0,30,3,16.6,0,0,739.4048,900
0,75.012,1,1,53,2,-88,0,1,5626.8,2809
1,20.901,1,0,32,5,2.225,1,0,436.8518,1024
0,30.651,0,1,25,1,0,0,0,939.4838,625
0,23.073,0,0,35,3,-2.16,0,1,532.3633,1225
1,35.733,1,0,42,5,24.45,1,0,1276.847,1764
0,21.9,0,1,27,1,-3.4,0,0,479.61,729
1,57.372,1,0,34,6,13,0,0,3291.547,1156
0,14.079,0,0,25,1,0.35,0,0,198.2183,625
0,60.654,1,0,45,2,86,0,1,3678.908,2025
1,77.496,1,1,43,4,78.019,1,1,6005.63,1849
0,10.8,1,0,29,2,-5.763,0,0,116.64,841
1,10.455,0,0,28,2,-2.58,1,0,109.307,784
1,29.514,1,1,28,1,21.75,1,0,871.0762,784
1,38.772,0,0,37,1,44.963,1,1,1503.268,1369
0,172.092,1,0,61,2,469.4,0,1,29615.65,3721
1,32.271,1,0,31,5,-2.48,1,0,1041.417,961
0,37.35,0,1,26,1,11.5,0,0,1395.022,676
0,11.313,0,0,37,3,0,0,0,127.984,1369
0,22.617,1,0,41,4,-1.55,0,0,511.5287,1681
0,47.043,1,0,38,5,22.3,0,0,2213.044,1444
1,44.4,1,0,27,3,0.45,1,0,1971.36,729
1,20.169,0,1,25,1,-0.125,1,0,406.7886,625
0,26.394,0,1,30,1,0,0,0,696.6432,900
1,10.14,0,0,39,1,6.15,1,1,102.8196,1521
0,20.4,0,1,25,1,0,0,0,416.16,625
0,30.879,0,0,28,1,7,0,1,953.5126,784
1,70.962,1,0,30,3,39.296,1,1,5035.605,900
0,57.147,1,0,25,2,50.572,0,1,3265.78,625
0,26.973,1,0,32,5,2.1,0,0,727.5427,1024
0,21.876,1,0,61,2,-11.66,0,0,478.5594,3721
0,28.2,1,1,27,2,-2.4,0,0,795.2401,729
0,17.4,1,0,60,3,0,0,0,302.76,3600
0,36.06,1,0,40,1,31.649,0,1,1300.324,1600
0,93.648,1,0,36,2,90.93,0,1,8769.948,1296
1,40.2,0,1,59,1,1.1,0,0,1616.04,3481
1,103.896,1,0,50,2,171,1,1,10794.38,2500
1,69.987,0,0,51,3,475.632,0,0,4898.18,2601
0,75.036,1,0,42,5,-1.53,0,1,5630.402,1764
0,85.575,1,0,43,4,51.299,0,0,7323.08,1849
1,108.621,1,0,56,4,108.8,0,1,11798.52,3136
0,18,0,0,37,4,1.2,0,0,324,1369
0,20.4,1,0,40,4,-1.3,0,0,416.16,1600
